start	end	text	sentence_id
204.5113279296875	205.0213279296875	particular	45
205.0413279296875	205.1713279296875	that	45
205.1713279296875	205.4113279296875	caught	45
205.4113279296875	205.7813279296875	David	45
205.4113279296875	205.7813279296875	's	45
205.8013279296875	206.0813279296875	eye	45
207.0413279296875	207.1013279296875	The	46
207.1413279296875	207.43132792968748	monkey	46
207.1413279296875	207.43132792968748	's	46
207.4513279296875	207.7013279296875	face	46
207.7013279296875	207.8513279296875	is	46
207.8913279296875	208.18132792968748	very	46
208.2013279296875	208.4113279296875	close	46
208.43132792968748	208.5413279296875	to	46
208.5613279296875	208.6213279296875	the	46
208.6413279296875	209.0713279296875	camera	46
209.2913279296875	209.5013279296875	looking	46
209.5813279296875	209.7913279296875	straight	46
209.8513279296875	209.9913279296875	into	46
209.9913279296875	210.0713279296875	the	46
210.1113279296875	210.5213279296875	lens	46
211.2313279296875	211.3713279296875	It	46
211.2313279296875	211.3713279296875	's	46
211.4113279296875	211.7313279296875	hair	46
212.3213279296875	212.68132792968748	perfectly	46
212.7613279296875	213.1913279296875	coiffed	46
213.8813279296875	214.3613279296875	Eyes	46
214.3813279296875	214.8913279296875	friendly	46
215.3813279296875	215.6313279296875	big	46
215.6313279296875	215.7213279296875	and	46
215.7613279296875	216.0313279296875	round	46
216.0513279296875	216.1613279296875	and	46
216.18132792968748	216.5613279296875	amber	46
217.5813279296875	217.68132792968748	All	47
217.7013279296875	217.7713279296875	of	47
217.7913279296875	217.9113279296875	which	47
217.9513279296875	217.9913279296875	are	47
218.0313279296875	218.3013279296875	nice	47
218.3013279296875	218.9413279296875	details	47
218.96132792968749	219.0713279296875	and	47
219.0713279296875	219.3713279296875	details	47
219.4113279296875	219.4913279296875	are	47
219.5113279296875	220.0213279296875	important	47
220.1613279296875	220.2413279296875	But	48
220.2613279296875	220.3313279296875	the	48
220.3913279296875	220.71132792968749	focus	48
220.7913279296875	220.8813279296875	of	48
220.90132792968748	221.0913279296875	this	48
221.0513279296875	221.5913279296875	selfie	48
222.0013279296875	222.0613279296875	the	48
222.0813279296875	222.3013279296875	main	48
222.3213279296875	222.65132792968748	event	48
223.2313279296875	223.3513279296875	is	48
223.3513279296875	223.40132792968748	the	48
223.5013279296875	223.93132792968748	monkey	48
223.5013279296875	223.93132792968748	's	48
223.9513279296875	224.7713279296875	selfsatisfied	48
224.8113279296875	225.2813279296875	grin	48
225.8813279296875	226.1413279296875	teeth	48
226.1413279296875	226.2213279296875	that	48
226.2813279296875	226.3313279296875	are	48
226.3713279296875	226.5213279296875	too	48
226.5213279296875	226.7013279296875	big	48
226.7213279296875	226.8213279296875	for	48
226.8613279296875	226.9713279296875	its	48
227.0513279296875	227.46132792968749	mouth	48
227.4813279296875	227.5913279296875	with	48
227.6113279296875	227.8913279296875	gaps	48
227.9513279296875	228.3213279296875	between	48
228.3213279296875	228.5713279296875	them	48
229.2913279296875	229.3413279296875	a	48
229.4813279296875	229.7213279296875	real	48
229.7413279296875	230.0413279296875	grin	48
230.7413279296875	230.8513279296875	like	48
230.8713279296875	230.9513279296875	he	48
231.0313279296875	231.2613279296875	knows	48
231.2813279296875	231.3913279296875	he	48
231.2813279296875	231.3913279296875	's	48
231.3713279296875	231.7513279296875	smiling	48
231.7913279296875	231.9113279296875	for	48
231.9113279296875	232.0013279296875	a	48
231.96132792968749	232.4113279296875	picture	49
233.0327279296875	233.2127279296875	I	49
233.3627279296875	233.5427279296875	I	49
233.5627279296875	233.8627279296875	just	49
233.8227279296875	234.0427279296875	saw	49
234.1027279296875	234.1527279296875	it	49
